I_in,Q_in,I_out,Q_out
0.380244672,0.0556455627,0.546941161,0.087856628
0.395992428,0.194760546,0.591113627,0.262752265
0.350444466,0.332071185,0.505013406,0.45912236
0.256507099,0.409600347,0.37453723,0.572705626
0.137532532,0.398399174,0.215433717,0.586131513
0.018505916,0.315330952,0.042644944,0.496173412
-0.0811982378,0.21526356,-0.121090725,0.352518678
-0.150721341,0.161602631,-0.239776835,0.266418576
-0.18616648,0.190181881,-0.295633554,0.303085059
-0.186866105,0.28605479,-0.288959593,0.440828681
-0.152617708,0.386846066,-0.223466188,0.576244235
-0.0839626268,0.412715077,-0.119941197,0.613712966
0.0147262169,0.3086555,0.0287452582,0.4940795
0.131734237,0.0774832964,0.220072344,0.141713545
0.247154191,-0.214331225,0.384032786,-0.323665917
0.336543053,-0.46248427,0.437701494,-0.613335848
0.378415167,-0.570693612,0.434895724,-0.679791033
0.362497181,-0.494490564,0.447549105,-0.635010481
0.294774681,-0.261582047,0.435116351,-0.409360945
0.196560666,0.0409301631,0.3187581,0.0433282405
0.0975562558,0.305660009,0.15786843,0.463790238
0.025737321,0.450773954,0.0468274429,0.65414387
-0.00162283238,0.450473815,0.00552392006,0.657758474
0.0178388972,0.336914659,0.0331735536,0.529129863
0.0733283535,0.17555657,0.123397261,0.296227008
0.146923721,0.0292341113,0.24397549,0.0534327626
0.220424265,-0.0693983808,0.353616476,-0.113252528
0.27977404,-0.123848431,0.436525106,-0.199452057
0.315770596,-0.158211693,0.483118325,-0.247808948
0.322239667,-0.192331493,0.486872286,-0.296822816
0.294354051,-0.224391192,0.446830511,-0.346128225
0.229398519,-0.231941417,0.353964835,-0.366907567
0.130264103,-0.190198928,0.210608542,-0.315187365
0.00952910073,-0.0951868147,0.016438242,-0.167962879
-0.109291151,0.0242845025,-0.179405257,0.0344919004
-0.195912004,0.115414664,-0.314705938,0.187769979
-0.222739711,0.127930105,-0.354424626,0.214248121
-0.176279828,0.0437840223,-0.28949973,0.0843920335
-0.065226309,-0.10777197,-0.112401664,-0.165745825
0.0793993697,-0.260269076,0.117634393,-0.407004654
0.213515639,-0.341738462,0.309819967,-0.512924016
0.295777947,-0.311700553,0.426677048,-0.46845451
0.303633302,-0.182997569,0.460791796,-0.294701159
0.242669553,-0.015548747,0.390504181,-0.0397636145
0.144828707,0.115610003,0.244175851,0.180156246
0.0557773113,0.161028698,0.0980355963,0.263293386
0.0165065266,0.123762697,0.0324805118,0.210309178
0.0468652435,0.0570133477,0.0769542381,0.099516511
0.137966543,0.0330680907,0.222683638,0.0542211868
0.256576091,0.10041859,0.401969403,0.151182711
0.359413445,0.253211379,0.523950994,0.35658735
0.411087722,0.430998564,0.537021279,0.544598579
0.397984862,0.550155401,0.481364995,0.642054975
0.332373232,0.550364256,0.418013364,0.670874894
0.245355472,0.430344522,0.355595738,0.603971362
0.172111824,0.252044827,0.281110138,0.400380701
0.136073828,0.109459653,0.229463309,0.181178898
0.138936624,0.0779771209,0.228233203,0.124734849
0.160749987,0.171738058,0.257857949,0.26697585
0.169933081,0.333146095,0.260740697,0.494460076
0.138812706,0.461779714,0.206120223,0.648602664
0.0579330213,0.468447059,0.0954139605,0.669026554
-0.0571495593,0.325729758,-0.0727132112,0.511642992
-0.169814557,0.0872078836,-0.265287727,0.156546757
-0.235891074,-0.136397541,-0.374000847,-0.204268992
-0.221562266,-0.233041495,-0.354245603,-0.358846366
-0.118491076,-0.148524091,-0.207375035,-0.246247932
0.0501716807,0.082142286,0.0680100024,0.125734121
0.235840619,0.348331213,0.344608247,0.504862964
0.38086015,0.51627022,0.479242682,0.632266402
0.43925184,0.494039327,0.538411081,0.594029605
0.393934041,0.276236773,0.568401992,0.393465906
0.263592213,-0.0539605916,0.436626494,-0.0753146559
0.0962259918,-0.365614653,0.152869761,-0.551018
-0.0484416634,-0.54226011,-0.0716186687,-0.736329257
-0.121074446,-0.533973336,-0.175038025,-0.720331073
-0.100853607,-0.374167085,-0.165083617,-0.569079459
-0.00263306499,-0.155160755,-0.0218668841,-0.263161838
0.129545152,0.0220906455,0.204874054,0.031153569
0.239827827,0.096509397,0.384466559,0.153831065
0.281810492,0.0689980686,0.451960474,0.108662941
0.235316277,-0.0107171573,0.386378467,-0.0199782066
0.112398304,-0.0817935765,0.192966506,-0.138902605
-0.0491783768,-0.111247942,-0.0752810836,-0.188753426
-0.20166114,-0.111826919,-0.322315037,-0.180100337
-0.305485994,-0.129652157,-0.474985987,-0.195133507
-0.34266597,-0.21026817,-0.51563412,-0.302241802
-0.32062909,-0.363936394,-0.460930228,-0.500941753
-0.265932411,-0.551090777,-0.348595232,-0.688145518
-0.211307809,-0.69712764,-0.247258455,-0.77200532
-0.181737855,-0.728999674,-0.205875888,-0.78480655
-0.185018197,-0.61381042,-0.234221205,-0.756314099
-0.209944382,-0.378438234,-0.31567952,-0.561870873
-0.232068583,-0.0995244756,-0.37985006,-0.169731557
-0.224248379,0.130963728,-0.362362802,0.206035465
-0.167865828,0.246703058,-0.264736801,0.393629134
-0.0608241633,0.233825713,-0.0969601423,0.385853231
0.0801775828,0.131073982,0.132121354,0.225815251
0.223699152,0.00511182332,0.360184193,0.0131434798
0.332736462,-0.0846582949,0.510936856,-0.134496033
0.376422107,-0.113183789,0.563672602,-0.178341553
0.340848982,-0.0959098563,0.523354769,-0.157112002
0.235555053,-0.0731191933,0.382045895,-0.125888914
0.0930544734,-0.0829999819,0.160034031,-0.140178904
-0.0393859334,-0.138830557,-0.0601891764,-0.228472352
-0.114017829,-0.221982226,-0.184635371,-0.351179272
-0.0987533778,-0.292970181,-0.164165244,-0.454740971
0.010399241,-0.313114643,0.00135039119,-0.487259418
0.185634375,-0.26463908,0.273455322,-0.41609177
0.374707609,-0.159162149,0.546128154,-0.24762176
0.517608166,-0.0315582938,0.710198343,-0.0551724769
0.566944778,0.0762678757,0.747528434,0.0880273432
0.504548073,0.133047625,0.698097765,0.17200911
0.34789592,0.12948899,0.538729131,0.188816652
0.143809661,0.0799277797,0.249197707,0.126659423
-0.0481073223,0.0157385338,-0.0709604546,0.0268409979
-0.175797179,-0.0254452322,-0.287319481,-0.0392120369
-0.211108193,-0.0109049669,-0.347481757,-0.0166152157
-0.156485617,0.0776554197,-0.262945473,0.127596706
-0.040554788,0.237137437,-0.0719998404,0.378845453
0.0943761691,0.439841688,0.134637296,0.631554604
0.207201451,0.636370897,0.256679118,0.758307517
0.269707352,0.766900837,0.279365927,0.758342505
