I_in,Q_in,I_out,Q_out
0.0556455627,0.185485214,0.0831740052,0.29109931
-0.0877019092,0.142133266,-0.122857019,0.2398175
-0.17931132,0.121370725,-0.287483901,0.199943557
-0.185688108,0.133211374,-0.301481485,0.219295084
-0.105326101,0.166540638,-0.175597236,0.27617085
0.0253435168,0.201536208,0.0374701619,0.330159515
0.143433064,0.223878875,0.229835168,0.357327968
0.185408503,0.232325777,0.297109246,0.362666696
0.116523661,0.236299068,0.197306678,0.372739613
-0.0498621091,0.246508226,-0.0663178563,0.391665161
-0.253284872,0.265529931,-0.37290588,0.404895812
-0.408811837,0.284681708,-0.565241933,0.405376047
-0.442446738,0.289130837,-0.602895617,0.404178053
-0.323921978,0.267828465,-0.480484456,0.404278249
-0.0820091143,0.221796483,-0.140325636,0.368042886
0.204972595,0.165286422,0.319266856,0.271520227
0.439654082,0.118684746,0.635414839,0.167674974
0.543905497,0.0971086994,0.732505322,0.12018466
0.488427609,0.101391308,0.689565122,0.129634365
0.301466793,0.116957493,0.481909096,0.170660526
0.0541276969,0.121625677,0.105527468,0.193603545
-0.169968456,0.0982088,-0.265876234,0.163372874
-0.306826115,0.0449129678,-0.477651626,0.0780508593
-0.332741469,-0.0223889686,-0.518355906,-0.0244593341
-0.266620338,-0.0774837658,-0.429307699,-0.113799959
-0.155752987,-0.0969006717,-0.262123555,-0.153571323
-0.0535281412,-0.071708411,-0.0964274779,-0.119298667
0.000570037228,-0.0116961887,-0.000756015186,-0.0226435345
-0.00859791413,0.0601771213,-0.0119810086,0.0956636593
-0.0725471228,0.119832851,-0.114747398,0.196074873
-0.167572364,0.153895944,-0.263215691,0.251284778
-0.265227854,0.164860189,-0.408509314,0.263610512
-0.34043479,0.167041555,-0.509343266,0.259003013
-0.375720054,0.176018521,-0.553591073,0.267184168
-0.362655967,0.197916016,-0.5390293,0.3003259
-0.302289039,0.224894941,-0.459033191,0.345780045
-0.205266953,0.239568606,-0.323551863,0.380043149
-0.0908007622,0.225847453,-0.146385863,0.370698214
0.0169376321,0.179882169,0.0284392722,0.301250964
0.0952403396,0.11453411,0.158230081,0.192392573
0.130251572,0.0543432012,0.218874976,0.0893108323
0.121931463,0.023344364,0.205428764,0.0360582434
0.0836096555,0.032290943,0.142367601,0.0484056249
0.0356091447,0.0724701062,0.0615310073,0.116133317
-0.00432280032,0.119890265,-0.00530086877,0.197102115
-0.0289640371,0.147974759,-0.0443727747,0.243719041
-0.0436682962,0.142085105,-0.0684198514,0.236906096
-0.0613112748,0.107907027,-0.0984474421,0.182609141
-0.0928962976,0.0687753111,-0.149435133,0.116613671
-0.139151245,0.0528519563,-0.226575449,0.0872695968
-0.188027442,0.0766208395,-0.305435628,0.124517538
-0.219732061,0.133430749,-0.350377202,0.215051517
-0.216626257,0.193526313,-0.340719879,0.30896771
-0.172505409,0.216275066,-0.273069084,0.349327058
-0.0961232558,0.169073403,-0.156575233,0.284159333
-0.00715352455,0.043905329,-0.0103646247,0.0838456228
0.0728675276,-0.136472151,0.11908929,-0.21596396
0.129307866,-0.325780809,0.194130272,-0.496138126
0.158090726,-0.471609086,0.213714212,-0.662124991
0.162829414,-0.53506422,0.209209785,-0.716489494
0.148272052,-0.504204988,0.19318828,-0.695394933
0.115224287,-0.39617905,0.162142798,-0.595103621
0.0610114038,-0.248450682,0.0929912552,-0.408170164
-0.0144282645,-0.104169503,-0.0255690664,-0.181470886
-0.101084754,0.00159121153,-0.165360093,-4.62044918e-05
-0.176170975,0.0497396179,-0.285962939,0.0833685473
-0.210131288,0.0379864126,-0.340316743,0.0679756701
-0.18010655,-0.0231626406,-0.298728913,-0.0289892536
-0.0843189955,-0.115613066,-0.147764772,-0.180709302
0.0511430018,-0.217551321,0.0728337541,-0.345544696
0.17868951,-0.305825323,0.26552093,-0.468815744
0.247568324,-0.358487546,0.355814338,-0.529745102
0.226113781,-0.359055936,0.329588741,-0.536866069
0.116801485,-0.302137464,0.182595834,-0.478801221
-0.044078853,-0.197764993,-0.0699560791,-0.331196249
-0.202644587,-0.0709730312,-0.327981383,-0.120874539
-0.311634094,0.0452111214,-0.487612814,0.0731881633
-0.350256532,0.121659175,-0.532403171,0.190062523
-0.329519361,0.144820243,-0.502501547,0.230569139
-0.280767322,0.122086622,-0.439920753,0.199758932
-0.234493807,0.077225022,-0.37654072,0.131707713
