I_in,Q_in,I_out,Q_out
-0.0392792188,-0.0490990244,-0.0609883517,-0.0785860121
-0.0120497672,-0.00512939878,-0.027394928,-0.0125587936
0.046629265,0.0254290141,0.0747326463,0.0439010635
0.110626571,0.0410442203,0.181921139,0.0670253262
0.152150303,0.0451238491,0.250870556,0.0725077912
0.155578867,0.044618696,0.259285629,0.0696174726
0.123928353,0.0475403443,0.208280101,0.0767989233
0.075168997,0.0599687546,0.129355296,0.095404394
0.0312419087,0.0834622532,0.0543322451,0.1363042
0.0063589667,0.113839492,0.0122726047,0.188416675
0.00103579927,0.141940489,0.00273835985,0.234599143
0.00459346781,0.15628089,0.0107956519,0.258127719
0.00385248172,0.146785736,0.0102049951,0.243102357
-0.0076543726,0.10836447,-0.00789090898,0.183285341
-0.0255423132,0.0431530736,-0.0391442887,0.0760113075
-0.0377529263,-0.0392623767,-0.0610530563,-0.0622692518
-0.0327780433,-0.123670645,-0.0574464016,-0.200797155
-0.00766956573,-0.192594856,-0.0161323156,-0.314316422
0.0291641969,-0.230382249,0.0414185822,-0.372020394
0.0621155351,-0.227145761,0.0943082124,-0.37177512
0.0769858286,-0.181698322,0.120107807,-0.302134275
0.0688799247,-0.102680348,0.112331167,-0.178362921
0.0447070934,-0.00726593612,0.0740332305,-0.0187603775
0.0189079884,0.0826969147,0.0320608802,0.134116039
0.00511330646,0.146456301,0.0107635483,0.240916058
0.00882901344,0.170467332,0.0179384481,0.28134346
0.0254904684,0.152708486,0.0451946557,0.254415184
0.0448043644,0.103321388,0.078333728,0.174239963
0.0583138391,0.0409171171,0.0990981907,0.0705847889
0.065059647,-0.0142953349,0.109171867,-0.0242168233
0.0714074448,-0.0478337668,0.118571624,-0.0804180428
0.0849140733,-0.0555579364,0.139530182,-0.0942165554
0.106207192,-0.0435185134,0.174237445,-0.0755582526
0.124648325,-0.023245316,0.206183687,-0.0410478115
0.121723227,-0.0049996106,0.201166034,-0.0106984368
0.0815021098,0.0073783379,0.138465479,0.00935326982
0.0027550247,0.0172255747,0.00962147489,0.0260856897
-0.0946842432,0.0310715493,-0.153445274,0.0514100865
-0.174443319,0.0523672849,-0.284983128,0.0862809494
-0.198545799,0.0769243762,-0.323269337,0.128089041
-0.146252424,0.0933222398,-0.244020537,0.158299878
-0.0272816271,0.088753663,-0.0507749133,0.153915659
0.118195169,0.0574031062,0.191499919,0.0983344093
0.234202266,0.00644722441,0.377090633,0.0106892278
0.27229017,-0.0445170179,0.434874624,-0.0751163587
0.212870419,-0.0714914128,0.348830879,-0.121624552
0.0744103864,-0.0581509694,0.129810616,-0.104678556
-0.0940062329,-0.00575235207,-0.151152834,-0.0146792373
-0.233295709,0.0649437979,-0.371533453,0.103491284
-0.298498303,0.121810995,-0.464860618,0.194575518
-0.275388181,0.136323839,-0.432463676,0.221919343
-0.18262516,0.0980864763,-0.300237119,0.169080973
-0.0597720593,0.0212463867,-0.103389658,0.0450800322
0.0518493578,-0.0611451305,0.0830888897,-0.0971723646
0.12578018,-0.112628609,0.204128414,-0.186414644
0.157177538,-0.111147553,0.254773498,-0.188021749
0.158148602,-0.0600409061,0.258229524,-0.106399104
0.146070212,0.013694209,0.23981899,0.0150064183
0.132270157,0.073254399,0.218752086,0.115908459
0.117133506,0.0909435153,0.196328104,0.147693232
0.0932352915,0.0622351058,0.159567162,0.103379242
0.0532745309,0.0074635176,0.0929829404,0.0141065978
-0.00284145144,-0.0398630165,-0.00241902727,-0.0667706132
-0.0662504509,-0.0519191287,-0.10897021,-0.0884510726
-0.123445436,-0.0223712306,-0.206394553,-0.0379332639
-0.16343908,0.0296139941,-0.268805355,0.0477198921
-0.182920471,0.0696373433,-0.298732489,0.116896555
-0.186074495,0.0673078671,-0.303280622,0.115859695
-0.179399073,0.0140842218,-0.2929883,0.0308485664
-0.165284634,-0.0701862127,-0.270916492,-0.107781887
-0.139104143,-0.146055117,-0.229068354,-0.233629301
-0.0924068764,-0.174405754,-0.157039613,-0.282913774
-0.0207765345,-0.137215495,-0.042873133,-0.228187338
0.0685108006,-0.0481252931,0.107240275,-0.0849091411
0.154492885,0.053026922,0.250836343,0.0808554739
0.208837345,0.119192369,0.338685095,0.186833039
0.208332017,0.119001955,0.340391785,0.188877463
0.147393107,0.051891569,0.251974285,0.0848200992
0.0436141081,-0.0521326885,0.081370756,-0.0849704593
-0.0675286353,-0.147675723,-0.108003333,-0.24060908
-0.147179276,-0.196003273,-0.239001259,-0.313284367
-0.170172125,-0.182605997,-0.27935183,-0.292025596
-0.136299297,-0.121673055,-0.231685638,-0.198483467
-0.0700256303,-0.0460317619,-0.123729758,-0.0788597018
-0.00859029219,0.0112527972,-0.0172254238,0.0197622627
0.0157510955,0.0333990455,0.0278656464,0.0552826934
-0.00931205414,0.0259440932,-0.0113194818,0.0443311483
-0.0711284876,0.00985386409,-0.114160545,0.0167468004
-0.139081344,0.00647535594,-0.227906778,0.0121133598
-0.179701254,0.0233746357,-0.295700878,0.038077753
-0.172227725,0.0492138788,-0.285865039,0.0830738842
-0.117196284,0.0604322962,-0.197147191,0.10506016
-0.0345555805,0.0357300416,-0.060605064,0.0642473996
0.0468043461,-0.0300051495,0.0764477849,-0.0452938043
0.102249041,-0.120298907,0.166882887,-0.195284694
0.12079256,-0.203393728,0.194170639,-0.329464406
0.106846869,-0.246987149,0.1681633,-0.39653489
0.0748037547,-0.233620971,0.116434291,-0.381472111
0.040431235,-0.168746307,0.0622187592,-0.283011734
0.0139979878,-0.0775691345,0.0193445925,-0.134549215
-0.00179237127,0.00724479044,-0.00468692509,0.00864212401
-0.00921557937,0.0603570603,-0.0142827472,0.100281015
-0.011092281,0.0735863671,-0.0176267773,0.12304683
-0.00789665617,0.0564881153,-0.0109543344,0.0963984281
0.00178709987,0.0285301227,0.00361812022,0.0509596951
0.0182340201,0.00791673269,0.0312019121,0.014277027
0.0376202352,0.00320244627,0.061314553,0.00554049294
0.0517915227,0.0115170861,0.0865309834,0.0177220106
0.0516015962,0.0231238641,0.0866650417,0.037614096
0.0322115272,0.0286267884,0.0562308915,0.0463987254
-0.00279432721,0.0242821686,-0.00208525942,0.0397389233
-0.0412594266,0.0127518056,-0.0672388449,0.0219648108
-0.0669705346,-0.000168728177,-0.11078357,0.00123429671
-0.0669275075,-0.00989070907,-0.1125082,-0.014780418
-0.0378332622,-0.0152673684,-0.0662062168,-0.0235670544
0.0114522949,-0.0174724273,0.0164338555,-0.0288027972
0.0627509803,-0.0169028118,0.102630936,-0.0286319721
0.0953712463,-0.0109952902,0.158131361,-0.0201538168
0.0937847868,0.00480152108,0.158170745,0.00403841585
0.0529803559,0.0330344215,0.0907370076,0.0504454002
-0.0202667788,0.0698560104,-0.0295822378,0.113774739
-0.109966442,0.103707507,-0.175248727,0.170215726
-0.195648521,0.119004063,-0.311261564,0.195071012
-0.257350981,0.103636861,-0.405764669,0.170966282
-0.279715866,0.0563329607,-0.441607147,0.0967861563
-0.255006194,-0.0106616691,-0.410509855,-0.00785337668
-0.18521753,-0.0758847296,-0.306919247,-0.116564915
-0.0830176696,-0.118345007,-0.14423655,-0.190707326
0.029459415,-0.127657473,0.0401108563,-0.211876944
0.125034064,-0.109003447,0.199077591,-0.18242988
0.179118082,-0.0798739716,0.288742065,-0.136345938
0.178635731,-0.0600914918,0.292200953,-0.102969117
0.128596991,-0.0605405197,0.215727732,-0.103878669
0.0525324345,-0.0770228729,0.0913300663,-0.129695296
-0.0149804382,-0.092956543,-0.0241287928,-0.156063884
-0.0418652296,-0.0896534771,-0.073394224,-0.149873555
-0.0128551479,-0.0584380254,-0.0280211773,-0.0986225978
0.0621203519,-0.00752787013,0.0974866822,-0.0131837446
0.150273532,0.0406968035,0.245326921,0.0656121001
0.209191427,0.0610584766,0.34052518,0.0948708504
0.205813736,0.0395837128,0.339665174,0.0625304207
0.132675886,-0.0176542811,0.226493075,-0.0309193637
0.0135068661,-0.0860798284,0.0296700615,-0.143613741
-0.105213188,-0.134161398,-0.170951232,-0.221211508
-0.173647434,-0.139008746,-0.285183489,-0.224315986
-0.160510093,-0.0976869762,-0.270043343,-0.160290256
