I,Q
0.0768284779813119,0.0368207948014722
0.10970670638793,0.18251913301547
0.130176619693725,0.324709491442597
0.154216362550618,0.422128497277233
0.144060631584296,0.435167931685385
0.107330671416992,0.358268278179594
0.07011598482222,0.176042232990842
0.0570854068476353,-0.0598677153749797
0.0585915853729683,-0.314725898985152
0.0206894874577424,-0.530060607359459
-0.0257366000514206,-0.627922252502953
-0.026806592093425,-0.605079907525138
0.0180557728981037,-0.45468523930736
0.0512520866914338,-0.197782337066992
0.0363442697941355,0.0705624239681935
0.0124877899002095,0.311350393929184
0.0111643563633517,0.491960322213509
0.000524606826552526,0.524386256526668
-0.0637215625462834,0.421996549600437
-0.11769539552726,0.204142529499542
-0.133928637410278,-0.0474618845456231
-0.130916359954008,-0.266003797917086
-0.115765623388544,-0.418148920525753
-0.0529097030978027,-0.444055123005984
0.064473371816575,-0.329287235761567
0.191508494695955,-0.104591729355637
0.325401770353939,0.144098512250468
0.478759260152727,0.350967509042922
0.600936107267417,0.450475358829407
0.644597070574744,0.450420252010727
0.581660918947591,0.385302964663516
0.426225570897185,0.245923086736456
0.22697066608033,0.0358380710673141
0.0559272664400572,-0.208159335306926
-0.133434801048092,-0.405823380777597
-0.312733009695398,-0.470145729000817
-0.397164073172638,-0.39687127938918
-0.374453172310612,-0.245482007467571
-0.288502606476224,-0.0285106128728175
-0.192332755580122,0.211223885560443
-0.069686022434726,0.432115298879946
0.0577552991168677,0.567051124285067
0.118579242411638,0.591560437935764
0.0911182296363494,0.548302792143905
-0.00762149647801636,0.446731488520285
-0.124599575066702,0.301677926272634
-0.205214578714754,0.153322781951692
-0.236238772965435,0.0259804602293608
-0.193339117438382,-0.0707755710504394
-0.067910220186659,-0.132547705085633
0.107544292434287,-0.168667738127179
0.296385661564571,-0.200853448798561
0.447864313982742,-0.238418992632983
0.526081804705255,-0.257926537127198
0.514475542988389,-0.234437883084584
0.415969082251301,-0.160293007601081
0.225977277902176,-0.0700645520535784
0.00354173825117151,-0.0240913529875699
-0.210949335417072,-0.00971808915247796
-0.387353919499857,-0.0200246979041674
-0.494210019427697,-0.067357257655098
-0.510314885790252,-0.167074911772337
-0.475162541691712,-0.310542259861725
-0.417861636646329,-0.45763263940106
-0.372255448627133,-0.563876359533858
-0.341009172273152,-0.615944363342827
-0.339114712003188,-0.605793538697226
-0.339670529241988,-0.532668523857404
-0.354325025857177,-0.404617798553982
-0.371763179182135,-0.260153979023708
-0.378779692142908,-0.141251950570263
-0.351835853356286,-0.0699998979961937
-0.287246275700293,-0.0629633780567565
-0.205755007417098,-0.114953856762477
-0.129961348982246,-0.196446045663122
-0.0795160630507208,-0.284343259130981
-0.0663302390748487,-0.346501310864463
-0.0759578509957429,-0.344187315233555
-0.0927895746043284,-0.277726612526946
-0.116087844234497,-0.161426004199345
-0.133541891443345,-0.0136440780720379
-0.135184031443777,0.128135609956508
-0.10854125625322,0.240454779608788
-0.0640367227828063,0.305507300979887
-0.0310771558124827,0.310032634140258
-0.0288248311728537,0.251716304750155
-0.0574379408786235,0.163615384637789
-0.114044729238187,0.0650863426600196
-0.190381256983555,-0.0241328796154696
-0.284674312552155,-0.0992708293671074
-0.356425600088704,-0.140371597590381
-0.389940301568842,-0.162205784301944
-0.386424901575314,-0.177558025837911
-0.34932450288478,-0.184146875202413
-0.283345068814697,-0.176649297479021
-0.230418112095855,-0.150021536512527
-0.209852219305771,-0.0924647855472194
-0.204184623926003,-0.00606878053309897
-0.237467114621206,0.110267298877096
-0.278049982896988,0.246625152772849
-0.294478961401098,0.390991322105134
-0.268306175029632,0.511324119889792
-0.22392854498009,0.582060590280686
-0.160770302777792,0.590342577694634
-0.0836617545271061,0.549365555058837
-0.00260969335082191,0.477512317360853
0.0811436484543432,0.404867502717747
0.160992306812473,0.337804223778809
0.229752169930065,0.312478966762845
0.273002939312078,0.32507432812629
0.297317215518611,0.383109075355002
0.306879571962846,0.46380697394797
0.277528221492084,0.539287608944368
0.228299366501982,0.606481395414713
0.13638980460942,0.635095025709741
-0.00164797646652525,0.602992371069148
-0.167652799506638,0.511314079052002
-0.314639700534046,0.359289268154689
-0.417760761127872,0.18246162516741
-0.461123487709459,0.00123051846069156
-0.418805108675189,-0.141367891578854
-0.270881742142766,-0.226296986344538
-0.0613467919941142,-0.225865658263695
0.167767026023534,-0.141960789296834
0.376135039329068,-0.014738258635832
0.543784650558231,0.0988274708504834
0.628920932252258,0.203690011855608
0.615911282269217,0.295142682078658
0.500554594967658,0.37455999946758
0.32025117094481,0.391988007302548
0.116878140460635,0.35607548074698
-0.0386889631022602,0.253748323655308
-0.101669324742889,0.126209731483788
-0.0831872112735607,0.0113425037969209
-0.00277186331631861,-0.0756237596440555
0.105849913858864,-0.136382437683709
0.195449294656051,-0.180994934249301
0.22241003605207,-0.223922672381018
0.155242908048215,-0.267553489573655
0.00453725915287802,-0.320768506604335
-0.218158618205333,-0.3885245760647
-0.490980165238464,-0.412260533571639
-0.714548420505887,-0.370571517036311
-0.826263862741632,-0.300105051530286
-0.82350050402578,-0.248832676359207
-0.694972010996812,-0.241691520365361
-0.464872532343457,-0.217643187946248
-0.177844582458557,-0.135853592329706
0.0704658203015737,-0.010182010051865
0.26977638957091,0.0779959701913755
0.399996164696727,0.106045925596387
0.411658978992257,0.0804064059697549
0.32317065859225,0.0266904797975763
0.174331214705399,-0.045198471825794
0.0177306156766626,-0.118923874915694
-0.114483931818037,-0.177910605334159
-0.208611996851892,-0.188700954702079
-0.222350368500076,-0.160903647442018
-0.16077956346816,-0.103272095807907
-0.050107648762552,-0.0305308872145553
0.0715197980071864,0.0304597954820681
0.186136771011841,0.0773571310288677
0.262365531254328,0.0966608138914063
0.264174311375371,0.100241508594745
0.203173270618294,0.0972514829211467
0.0914941237708782,0.0883159194116043
-0.045627965408134,0.086023035780761
-0.178995037691856,0.0864038762261462
-0.27940708248115,0.0861030912218751
-0.325793811738759,0.077315793190506
-0.307756789845348,0.030142418089122
-0.237829460348263,-0.0371280047990285
-0.127632955512523,-0.114577691695288
-0.00537198603823752,-0.177956415291252
0.101595633480246,-0.226094856321842
0.188491085301413,-0.238293210855061
0.244964238256105,-0.202190722501714
0.269845282848894,-0.122942541265735
0.268938897907588,-0.0252767174453102
0.246005962467891,0.0774116179457002
0.213676756882458,0.15818114473006
0.181988961148142,0.205961645982182
0.131092508392019,0.210414845817454
0.0720904397898724,0.197542138056518
-0.00200458353522933,0.170216931839539
-0.0750020125688184,0.161702881278751
-0.142539018632649,0.176570813710543
-0.20102458187318,0.222022785843398
-0.218794900991518,0.292151913239821
-0.199836237980141,0.342603006954888
-0.139825503257221,0.371356441602883
-0.0490544024064861,0.340544120484911
0.0592683804019676,0.246757229510718
0.168724879639261,0.115899115287042
0.265482543887159,-0.0421078315517589
0.315832888959424,-0.228259958009955
0.313115848503972,-0.400460376467868
0.266169950211961,-0.524710298243084
0.219429884323408,-0.59659905560683
0.193586340651405,-0.621778551662606
0.191934246580758,-0.61456093978595
0.218220457102418,-0.58638695602069
0.258112236247972,-0.545686653001477
0.293977032523704,-0.484254649450095
0.293107748193341,-0.398702403977675
0.258868845901023,-0.283866347083571
0.16717110233,-0.147518674852625
0.0385652773110674,-0.00719353729190573
-0.0851577076710779,0.118751172396466
-0.178927991875445,0.238751759485274
-0.201298771062467,0.334229156106624
-0.148814502175032,0.369655109730521
-0.059055618639441,0.340758737171118
0.0546268167239302,0.265594939969455
0.154863260754616,0.168925042083569
0.201627850994748,0.0709782118865746
0.160490554208295,-0.0142907304546301
0.0420578343567952,-0.0585361014514938
-0.131487725237331,-0.0709284828890919
-0.324244190757815,-0.0484193495372863
-0.489893334103525,0.029484842535131
-0.557872492709732,0.104090054241342
-0.521201813259801,0.139192567372206
-0.40653955691219,0.122177811155551
-0.236132911252588,0.0926640340273942
-0.0586955071428643,0.0765154128809159
0.0721328974456264,0.0773007996463403
0.128846358784452,0.0847000162545368
0.0924133540461387,0.103406944345211
-0.00655159444104673,0.121765856791459
-0.129176736652838,0.152093810598711
-0.23895332175768,0.18834771593405
-0.282628670711415,0.215273900364973
-0.244869913858663,0.221492412930111
-0.138196261998823,0.208386348101159
0.0154509945283016,0.197679206779294
0.178981504743705,0.182318243850464
0.31423484058261,0.154026768559403
0.378120079587332,0.101501249526579
0.35090559727424,0.0419748541247115
0.26040065607512,-0.0308646313614179
0.134241878477128,-0.113386829971001
0.0223346248462381,-0.199671514949573
-0.062859443077975,-0.264492208763239
-0.0962054117466125,-0.277122162529053
-0.0700360705249873,-0.222189171268474
-0.0060144567930327,-0.107694505593441
0.0474192190410926,0.0407122607812806
0.087007719502847,0.202567542879297
0.11059977156571,0.346777521076804
0.103639367936969,0.434579028480955
0.0565979162496394,0.457180823706394
-0.0180529367324447,0.410023931191694
-0.0728097843774896,0.323129726006561
-0.0947061867947488,0.213454671553689
-0.0757840136950289,0.128116847455633
-0.0297157333434969,0.0899014293471659
0.0312921207758062,0.0963827307182431
0.0743553123667717,0.136825535363552
0.0934097198863623,0.165908915328746
0.0747511248573231,0.159152268717951
0.0288215353290131,0.0860732898072127
-0.025765797486319,-0.0516982634289635
-0.0856674270976928,-0.238024733194467
-0.153277833163454,-0.435774953130491
-0.21142879567671,-0.583684902163466
-0.222075869799319,-0.649441020299432
-0.16374754774928,-0.64304022538469
-0.0483214825118118,-0.549559194288236
0.0931797702341786,-0.391261965795564
0.200250922968177,-0.216635705033931
0.285227159819647,-0.0817837541617703
0.362800078135849,-0.0267953006841206
0.416870304437481,-0.0657153092772331
0.455555751443746,-0.161169075978118
0.474200623658901,-0.28532858373436
0.472413518144694,-0.393420760035002
0.463710910192502,-0.429519109206733
0.461623087586736,-0.370506864144564
0.441328929190377,-0.254806943416853
0.397156918810087,-0.10225379830104
0.328222679766273,0.0202004454567811
0.244440436089883,0.0798945441318703
0.159457826338377,0.0639147197278779
0.0840758680847089,-0.0244505079032361
0.0355286013675838,-0.148743465888163
-0.000290313672775864,-0.264803550889793
-0.0148436454052225,-0.327064102513111
0.0106840799095709,-0.306440911337168
0.0620208298122718,-0.203213289877804
0.131050873236813,-0.0563135677117198
0.212115900500783,0.0941627384507776
0.308394349498418,0.201901257564104
0.396779005360574,0.237346125571747
0.44759260069539,0.194810821258708
0.444610423732809,0.11212045352626
0.397186898862357,0.016202430444643
0.323922823243502,-0.0672473149277318
0.227300664314102,-0.11211600511242
0.128846580203794,-0.104833538170918
0.0422055990662526,-0.0607048052390582
-0.0123304970872117,-0.00813031633879589
-0.0311835869917108,0.0300360371919964
-0.0138129469133207,0.0245032233497298
0.0262318388102419,-0.0289240021346745
0.0713800374383269,-0.111772580114577
0.106511999418015,-0.19425559348929
0.108007240895783,-0.250475469280749
0.0810995160566655,-0.228737625543645
0.0321841251373861,-0.135346848637348
-0.0276272440555509,0.0180363187200688
-0.0684601202027559,0.193954422321839
-0.0653169099666254,0.354216144020386
0.000836133587724228,0.464057589901885
0.100024563997572,0.487737075301531
0.211354292457517,0.432013179058656
0.324128527294502,0.324925212501543
0.41554144522109,0.211565062684178
0.465494828735172,0.115843846195562
0.462551136376976,0.0661744440957491
0.387489939456785,0.0766335213141064
0.261839695458837,0.11735801809842
0.1044309463953,0.146512286283338
-0.0462519064433421,0.137249202088995
-0.186005926966961,0.087282911167913
-0.306820047958806,-0.0141331581425753
-0.390017203472103,-0.129998384445594
-0.434836447045967,-0.219610448328331
-0.42946071580239,-0.286256427426546
-0.371350365289741,-0.298285812904724
-0.262662122479086,-0.248277420190707
-0.128085015056688,-0.13733737699793
-0.00519164115898523,0.000380796655278153
0.111149848654823,0.117596974570691
0.222439560878685,0.195237578979447
0.302236341188108,0.202556951043694
0.325332505504487,0.157527918099196
0.293347723779766,0.0951457985405243
0.215469572219611,0.0382655903280341
0.104083166892013,0.00670936652303856
-0.017334361129992,0.015914729681653
-0.131522091877478,0.071679748664787
-0.218091513315795,0.146524123718795
-0.262635223316429,0.22812830567856
-0.257066310417651,0.281276443313395
-0.22153002188229,0.284024204091276
-0.163290506358506,0.234621930416597
-0.0960963960354207,0.151046618367247
-0.033497728453446,0.069217549332233
0.0195854363310864,-0.00387386266978079
0.0560354585583606,-0.0563392419326536
0.0771249647391444,-0.0959621799306433
0.0934312102188607,-0.121891823108846
0.1100082768652,-0.152655803512123
0.113872488965844,-0.194996070771362
0.108496747499217,-0.235012505539441
0.0824031392208574,-0.270425098760719
0.0533421941961351,-0.284647885227633
-2.21261604403874e-05,-0.251820600633008
-0.0514065513192934,-0.16942381841185
-0.0954151099302137,-0.0642218644475002
-0.102416321401404,0.0548393105626201
-0.060288472558545,0.164313254806548
0.0369863527125883,0.229302275671145
0.194272443974186,0.229792746089222
0.373065228851979,0.167276929641648
0.545487403460576,0.0404754147784566
0.647848449505979,-0.0958559317840457
0.674598436573182,-0.173417915305675
0.623853352907128,-0.147785869085297
0.50810436177897,-0.0247475473476932
0.309788624163529,0.131964900271408
0.0939598315766543,0.265572972547983
-0.106438967951342,0.350808359746573
-0.249543847588599,0.357408681841376
-0.331688053241289,0.254935851142088
-0.339675342191069,0.0525281960687108
-0.269576716775495,-0.163210523682324
-0.16780455748879,-0.359817271504996
-0.0591646334288591,-0.472513671381924
0.0485948502856328,-0.469000628540593
0.145463825303477,-0.316550185107735
0.177276469844,-0.0528412624037469
0.144383312833349,0.227107908575463
0.117270574333914,0.483711313725071
0.0957823529439122,0.647017107228562
0.0501463781713921,0.67941813578745
-0.0469070379940634,0.582754379846169
-0.146247475060082,0.367438495251136
-0.184095834312911,0.0803753541018451
-0.164080483548243,-0.159547552352131
-0.139803561023545,-0.324930490104221
-0.0834166902062349,-0.394845958891172
-0.00451355424189028,-0.33730727178
0.0772714340746009,-0.16916663317874
0.145586197707325,0.0327756881123667
0.21505619701568,0.225756798382169
0.287851907704647,0.365425745319723
0.326360778760501,0.429045151491686
0.32160157158419,0.423251065306169
0.251249310250792,0.36119801150424
0.141847685555975,0.264896162616696
0.0158333623161543,0.13796854895304
-0.104640058607063,0.0256224436304926
-0.225035003019422,-0.0442039287750474
-0.334221171127758,-0.0758943804711283
-0.401284214729318,-0.0721559711890203
-0.423662256988431,-0.0511727207570688
-0.397665313382507,-0.0349040629298505
-0.332582234511888,-0.0371664559362713
